2024-06-09 16:02:19,506 INFO    StreamThr :37765 [internal.py:wandb_internal():86] W&B internal server running at pid: 37765, started at: 2024-06-09 16:02:19.506188
2024-06-09 16:02:19,507 DEBUG   HandlerThread:37765 [handler.py:handle_request():146] handle_request: status
2024-06-09 16:02:19,508 INFO    WriterThread:37765 [datastore.py:open_for_write():87] open: /data/khullar/Desktop/s4/s4/wandb/run-20240609_160219-0ld2cjah/run-0ld2cjah.wandb
2024-06-09 16:02:19,508 DEBUG   SenderThread:37765 [sender.py:send():382] send: header
2024-06-09 16:02:19,510 DEBUG   SenderThread:37765 [sender.py:send():382] send: run
2024-06-09 16:02:19,858 INFO    SenderThread:37765 [dir_watcher.py:__init__():211] watching files in: /data/khullar/Desktop/s4/s4/wandb/run-20240609_160219-0ld2cjah/files
2024-06-09 16:02:19,858 INFO    SenderThread:37765 [sender.py:_start_run_threads():1136] run started: 0ld2cjah with start time 1717963339.506645
2024-06-09 16:02:19,861 DEBUG   HandlerThread:37765 [handler.py:handle_request():146] handle_request: check_version
2024-06-09 16:02:19,861 DEBUG   SenderThread:37765 [sender.py:send_request():409] send_request: check_version
2024-06-09 16:02:19,990 DEBUG   HandlerThread:37765 [handler.py:handle_request():146] handle_request: run_start
2024-06-09 16:02:20,016 DEBUG   HandlerThread:37765 [system_info.py:__init__():27] System info init
2024-06-09 16:02:20,016 DEBUG   HandlerThread:37765 [system_info.py:__init__():42] System info init done
2024-06-09 16:02:20,016 INFO    HandlerThread:37765 [system_monitor.py:start():194] Starting system monitor
2024-06-09 16:02:20,016 INFO    SystemMonitor:37765 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-09 16:02:20,017 INFO    HandlerThread:37765 [system_monitor.py:probe():214] Collecting system info
2024-06-09 16:02:20,017 INFO    SystemMonitor:37765 [interfaces.py:start():190] Started cpu monitoring
2024-06-09 16:02:20,018 INFO    SystemMonitor:37765 [interfaces.py:start():190] Started disk monitoring
2024-06-09 16:02:20,018 INFO    SystemMonitor:37765 [interfaces.py:start():190] Started gpu monitoring
2024-06-09 16:02:20,019 INFO    SystemMonitor:37765 [interfaces.py:start():190] Started memory monitoring
2024-06-09 16:02:20,019 INFO    SystemMonitor:37765 [interfaces.py:start():190] Started network monitoring
2024-06-09 16:02:20,080 DEBUG   HandlerThread:37765 [system_info.py:probe():151] Probing system
2024-06-09 16:02:20,081 DEBUG   HandlerThread:37765 [system_info.py:_probe_git():136] Probing git
2024-06-09 16:02:20,084 DEBUG   HandlerThread:37765 [system_info.py:_probe_git():144] Probing git done
2024-06-09 16:02:20,084 DEBUG   HandlerThread:37765 [system_info.py:probe():199] Probing system done
