2024-06-09 17:13:56,357 INFO    StreamThr :88748 [internal.py:wandb_internal():86] W&B internal server running at pid: 88748, started at: 2024-06-09 17:13:56.357585
2024-06-09 17:13:56,359 DEBUG   HandlerThread:88748 [handler.py:handle_request():146] handle_request: status
2024-06-09 17:13:56,360 INFO    WriterThread:88748 [datastore.py:open_for_write():87] open: /data/khullar/Desktop/s4/s4/wandb/run-20240609_171356-xhtgdnng/run-xhtgdnng.wandb
2024-06-09 17:13:56,360 DEBUG   SenderThread:88748 [sender.py:send():382] send: header
2024-06-09 17:13:56,361 DEBUG   SenderThread:88748 [sender.py:send():382] send: run
2024-06-09 17:13:56,683 INFO    SenderThread:88748 [dir_watcher.py:__init__():211] watching files in: /data/khullar/Desktop/s4/s4/wandb/run-20240609_171356-xhtgdnng/files
2024-06-09 17:13:56,683 INFO    SenderThread:88748 [sender.py:_start_run_threads():1136] run started: xhtgdnng with start time 1717967636.357464
2024-06-09 17:13:56,687 DEBUG   HandlerThread:88748 [handler.py:handle_request():146] handle_request: check_version
2024-06-09 17:13:56,687 DEBUG   SenderThread:88748 [sender.py:send_request():409] send_request: check_version
2024-06-09 17:13:56,885 DEBUG   HandlerThread:88748 [handler.py:handle_request():146] handle_request: run_start
2024-06-09 17:13:56,907 DEBUG   HandlerThread:88748 [system_info.py:__init__():27] System info init
2024-06-09 17:13:56,907 DEBUG   HandlerThread:88748 [system_info.py:__init__():42] System info init done
2024-06-09 17:13:56,907 INFO    HandlerThread:88748 [system_monitor.py:start():194] Starting system monitor
2024-06-09 17:13:56,908 INFO    SystemMonitor:88748 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-09 17:13:56,908 INFO    HandlerThread:88748 [system_monitor.py:probe():214] Collecting system info
2024-06-09 17:13:56,909 INFO    SystemMonitor:88748 [interfaces.py:start():190] Started cpu monitoring
2024-06-09 17:13:56,909 INFO    SystemMonitor:88748 [interfaces.py:start():190] Started disk monitoring
2024-06-09 17:13:56,910 INFO    SystemMonitor:88748 [interfaces.py:start():190] Started gpu monitoring
2024-06-09 17:13:56,911 INFO    SystemMonitor:88748 [interfaces.py:start():190] Started memory monitoring
2024-06-09 17:13:56,911 INFO    SystemMonitor:88748 [interfaces.py:start():190] Started network monitoring
2024-06-09 17:13:56,953 DEBUG   HandlerThread:88748 [system_info.py:probe():151] Probing system
2024-06-09 17:13:56,954 DEBUG   HandlerThread:88748 [system_info.py:_probe_git():136] Probing git
2024-06-09 17:13:56,958 DEBUG   HandlerThread:88748 [system_info.py:_probe_git():144] Probing git done
2024-06-09 17:13:56,958 DEBUG   HandlerThread:88748 [system_info.py:probe():199] Probing system done
2024-06-09 17:13:56,958 DEBUG   HandlerThread:88748 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-107-generic-x86_64-with-glibc2.35', 'python': '3.11.5', 'heartbeatAt': '2024-06-09T21:13:56.953404', 'startedAt': '2024-06-09T21:13:56.355219', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/data/khullar/Desktop/s4/s4/custom_example.py', 'codePathLocal': 'custom_example.py', 'codePath': 'custom_example.py', 'git': {'remote': 'https://github.com/state-spaces/s4', 'commit': 'e757cef57d89e448c413de7325ed5601aceaac13'}, 'email': 'jayeshkhullar@gmail.com', 'root': '/data/khullar/Desktop/s4/s4', 'host': 'tensorbook-a3', 'username': 'khullar', 'executable': '/usr/local/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2.5253750000000004, 'min': 800.0, 'max': 4600.0}, 'cpu_freq_per_core': [{'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 4.347, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 4.129, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}], 'disk': {'/': {'total': 0.015625, 'used': 1.1444091796875e-05}}, 'gpu': 'NVIDIA GeForce RTX 3080 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080 Laptop GPU', 'memory_total': 17179869184}], 'memory': {'total': 62.575599670410156}}
2024-06-09 17:13:56,958 INFO    HandlerThread:88748 [system_monitor.py:probe():224] Finished collecting system info
2024-06-09 17:13:56,958 INFO    HandlerThread:88748 [system_monitor.py:probe():227] Publishing system info
2024-06-09 17:13:56,958 DEBUG   HandlerThread:88748 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-06-09 17:13:57,683 INFO    Thread-12 :88748 [dir_watcher.py:_on_file_created():271] file/dir created: /data/khullar/Desktop/s4/s4/wandb/run-20240609_171356-xhtgdnng/files/conda-environment.yaml
2024-06-09 17:14:00,895 DEBUG   HandlerThread:88748 [system_info.py:_save_conda():220] Saving conda packages done
2024-06-09 17:14:00,896 INFO    HandlerThread:88748 [system_monitor.py:probe():229] Finished publishing system info
2024-06-09 17:14:00,897 DEBUG   SenderThread:88748 [sender.py:send():382] send: files
2024-06-09 17:14:00,897 INFO    SenderThread:88748 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-06-09 17:14:00,900 DEBUG   HandlerThread:88748 [handler.py:handle_request():146] handle_request: python_packages
2024-06-09 17:14:00,900 DEBUG   SenderThread:88748 [sender.py:send_request():409] send_request: python_packages
2024-06-09 17:14:00,900 DEBUG   HandlerThread:88748 [handler.py:handle_request():146] handle_request: stop_status
2024-06-09 17:14:00,900 DEBUG   HandlerThread:88748 [handler.py:handle_request():146] handle_request: internal_messages
2024-06-09 17:14:00,901 DEBUG   SenderThread:88748 [sender.py:send_request():409] send_request: stop_status
2024-06-09 17:14:01,077 DEBUG   SenderThread:88748 [sender.py:send():382] send: telemetry
2024-06-09 17:14:01,196 DEBUG   SenderThread:88748 [sender.py:send():382] send: telemetry
