2024-06-10 18:19:34,955 INFO    StreamThr :42928 [internal.py:wandb_internal():86] W&B internal server running at pid: 42928, started at: 2024-06-10 18:19:34.955298
2024-06-10 18:19:34,956 DEBUG   HandlerThread:42928 [handler.py:handle_request():146] handle_request: status
2024-06-10 18:19:34,957 INFO    WriterThread:42928 [datastore.py:open_for_write():87] open: /data/khullar/Desktop/s4/s4/wandb/run-20240610_181934-3rtcnfud/run-3rtcnfud.wandb
2024-06-10 18:19:34,957 DEBUG   SenderThread:42928 [sender.py:send():382] send: header
2024-06-10 18:19:34,959 DEBUG   SenderThread:42928 [sender.py:send():382] send: run
2024-06-10 18:19:35,228 INFO    SenderThread:42928 [dir_watcher.py:__init__():211] watching files in: /data/khullar/Desktop/s4/s4/wandb/run-20240610_181934-3rtcnfud/files
2024-06-10 18:19:35,228 INFO    SenderThread:42928 [sender.py:_start_run_threads():1136] run started: 3rtcnfud with start time 1718057974.955202
2024-06-10 18:19:35,236 DEBUG   HandlerThread:42928 [handler.py:handle_request():146] handle_request: check_version
2024-06-10 18:19:35,236 DEBUG   SenderThread:42928 [sender.py:send_request():409] send_request: check_version
2024-06-10 18:19:35,441 DEBUG   HandlerThread:42928 [handler.py:handle_request():146] handle_request: run_start
2024-06-10 18:19:35,464 DEBUG   HandlerThread:42928 [system_info.py:__init__():27] System info init
2024-06-10 18:19:35,464 DEBUG   HandlerThread:42928 [system_info.py:__init__():42] System info init done
2024-06-10 18:19:35,464 INFO    HandlerThread:42928 [system_monitor.py:start():194] Starting system monitor
2024-06-10 18:19:35,464 INFO    SystemMonitor:42928 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-10 18:19:35,465 INFO    HandlerThread:42928 [system_monitor.py:probe():214] Collecting system info
2024-06-10 18:19:35,465 INFO    SystemMonitor:42928 [interfaces.py:start():190] Started cpu monitoring
2024-06-10 18:19:35,466 INFO    SystemMonitor:42928 [interfaces.py:start():190] Started disk monitoring
2024-06-10 18:19:35,466 INFO    SystemMonitor:42928 [interfaces.py:start():190] Started gpu monitoring
2024-06-10 18:19:35,467 INFO    SystemMonitor:42928 [interfaces.py:start():190] Started memory monitoring
2024-06-10 18:19:35,467 INFO    SystemMonitor:42928 [interfaces.py:start():190] Started network monitoring
2024-06-10 18:19:35,509 DEBUG   HandlerThread:42928 [system_info.py:probe():151] Probing system
2024-06-10 18:19:35,510 DEBUG   HandlerThread:42928 [system_info.py:_probe_git():136] Probing git
2024-06-10 18:19:35,513 DEBUG   HandlerThread:42928 [system_info.py:_probe_git():144] Probing git done
2024-06-10 18:19:35,513 DEBUG   HandlerThread:42928 [system_info.py:probe():199] Probing system done
2024-06-10 18:19:35,513 DEBUG   HandlerThread:42928 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-107-generic-x86_64-with-glibc2.35', 'python': '3.11.5', 'heartbeatAt': '2024-06-10T22:19:35.509289', 'startedAt': '2024-06-10T22:19:34.953148', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/data/khullar/Desktop/s4/s4/lstm_example.py', 'codePathLocal': 'lstm_example.py', 'codePath': 'lstm_example.py', 'git': {'remote': 'https://github.com/jayesh365/research.git', 'commit': 'e757cef57d89e448c413de7325ed5601aceaac13'}, 'email': 'jayeshkhullar@gmail.com', 'root': '/data/khullar/Desktop/s4/s4', 'host': 'tensorbook-a3', 'username': 'khullar', 'executable': '/usr/local/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2.33675, 'min': 800.0, 'max': 4600.0}, 'cpu_freq_per_core': [{'current': 4.204, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}], 'disk': {'/': {'total': 0.015625, 'used': 1.1444091796875e-05}}, 'gpu': 'NVIDIA GeForce RTX 3080 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080 Laptop GPU', 'memory_total': 17179869184}], 'memory': {'total': 62.575599670410156}}
2024-06-10 18:19:35,513 INFO    HandlerThread:42928 [system_monitor.py:probe():224] Finished collecting system info
2024-06-10 18:19:35,513 INFO    HandlerThread:42928 [system_monitor.py:probe():227] Publishing system info
2024-06-10 18:19:35,513 DEBUG   HandlerThread:42928 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-06-10 18:19:36,228 INFO    Thread-12 :42928 [dir_watcher.py:_on_file_created():271] file/dir created: /data/khullar/Desktop/s4/s4/wandb/run-20240610_181934-3rtcnfud/files/conda-environment.yaml
2024-06-10 18:19:39,354 DEBUG   HandlerThread:42928 [system_info.py:_save_conda():220] Saving conda packages done
2024-06-10 18:19:39,354 INFO    HandlerThread:42928 [system_monitor.py:probe():229] Finished publishing system info
2024-06-10 18:19:39,356 DEBUG   SenderThread:42928 [sender.py:send():382] send: files
2024-06-10 18:19:39,356 INFO    SenderThread:42928 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-06-10 18:19:39,358 DEBUG   HandlerThread:42928 [handler.py:handle_request():146] handle_request: python_packages
2024-06-10 18:19:39,358 DEBUG   HandlerThread:42928 [handler.py:handle_request():146] handle_request: stop_status
2024-06-10 18:19:39,358 DEBUG   SenderThread:42928 [sender.py:send_request():409] send_request: python_packages
2024-06-10 18:19:39,359 DEBUG   SenderThread:42928 [sender.py:send_request():409] send_request: stop_status
2024-06-10 18:19:39,360 DEBUG   HandlerThread:42928 [handler.py:handle_request():146] handle_request: internal_messages
2024-06-10 18:19:39,578 DEBUG   SenderThread:42928 [sender.py:send():382] send: telemetry
2024-06-10 18:19:39,578 DEBUG   SenderThread:42928 [sender.py:send():382] send: telemetry
2024-06-10 18:19:39,578 DEBUG   SenderThread:42928 [sender.py:send():382] send: exit
2024-06-10 18:19:39,578 INFO    SenderThread:42928 [sender.py:send_exit():589] handling exit code: 0
2024-06-10 18:19:39,578 INFO    SenderThread:42928 [sender.py:send_exit():591] handling runtime: 3
2024-06-10 18:19:39,579 INFO    SenderThread:42928 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-06-10 18:19:39,579 INFO    SenderThread:42928 [sender.py:send_exit():597] send defer
2024-06-10 18:19:39,579 DEBUG   HandlerThread:42928 [handler.py:handle_request():146] handle_request: defer
2024-06-10 18:19:39,579 INFO    HandlerThread:42928 [handler.py:handle_request_defer():172] handle defer: 0
2024-06-10 18:19:39,579 DEBUG   SenderThread:42928 [sender.py:send_request():409] send_request: defer
2024-06-10 18:19:39,579 INFO    SenderThread:42928 [sender.py:send_request_defer():613] handle sender defer: 0
2024-06-10 18:19:39,579 INFO    SenderThread:42928 [sender.py:transition_state():617] send defer: 1
2024-06-10 18:19:39,580 DEBUG   HandlerThread:42928 [handler.py:handle_request():146] handle_request: defer
2024-06-10 18:19:39,580 INFO    HandlerThread:42928 [handler.py:handle_request_defer():172] handle defer: 1
2024-06-10 18:19:39,580 DEBUG   SenderThread:42928 [sender.py:send_request():409] send_request: defer
2024-06-10 18:19:39,580 INFO    SenderThread:42928 [sender.py:send_request_defer():613] handle sender defer: 1
2024-06-10 18:19:39,580 INFO    SenderThread:42928 [sender.py:transition_state():617] send defer: 2
2024-06-10 18:19:39,580 DEBUG   HandlerThread:42928 [handler.py:handle_request():146] handle_request: defer
2024-06-10 18:19:39,580 INFO    HandlerThread:42928 [handler.py:handle_request_defer():172] handle defer: 2
2024-06-10 18:19:39,580 INFO    HandlerThread:42928 [system_monitor.py:finish():203] Stopping system monitor
2024-06-10 18:19:39,580 DEBUG   SystemMonitor:42928 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-06-10 18:19:39,580 DEBUG   SystemMonitor:42928 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-06-10 18:19:39,580 DEBUG   SystemMonitor:42928 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-06-10 18:19:39,581 INFO    HandlerThread:42928 [interfaces.py:finish():202] Joined cpu monitor
2024-06-10 18:19:39,581 INFO    HandlerThread:42928 [interfaces.py:finish():202] Joined disk monitor
2024-06-10 18:19:39,584 INFO    HandlerThread:42928 [interfaces.py:finish():202] Joined gpu monitor
2024-06-10 18:19:39,584 INFO    HandlerThread:42928 [interfaces.py:finish():202] Joined memory monitor
2024-06-10 18:19:39,584 INFO    HandlerThread:42928 [interfaces.py:finish():202] Joined network monitor
2024-06-10 18:19:39,584 DEBUG   SenderThread:42928 [sender.py:send_request():409] send_request: defer
2024-06-10 18:19:39,584 INFO    SenderThread:42928 [sender.py:send_request_defer():613] handle sender defer: 2
2024-06-10 18:19:39,585 INFO    SenderThread:42928 [sender.py:transition_state():617] send defer: 3
2024-06-10 18:19:39,585 DEBUG   SenderThread:42928 [sender.py:send():382] send: stats
2024-06-10 18:19:39,585 DEBUG   HandlerThread:42928 [handler.py:handle_request():146] handle_request: defer
2024-06-10 18:19:39,585 INFO    HandlerThread:42928 [handler.py:handle_request_defer():172] handle defer: 3
2024-06-10 18:19:39,585 DEBUG   SenderThread:42928 [sender.py:send_request():409] send_request: defer
