2024-06-10 18:22:16,989 INFO    StreamThr :43456 [internal.py:wandb_internal():86] W&B internal server running at pid: 43456, started at: 2024-06-10 18:22:16.989658
2024-06-10 18:22:16,991 DEBUG   HandlerThread:43456 [handler.py:handle_request():146] handle_request: status
2024-06-10 18:22:16,992 INFO    WriterThread:43456 [datastore.py:open_for_write():87] open: /data/khullar/Desktop/s4/s4/wandb/run-20240610_182216-vxnmsc08/run-vxnmsc08.wandb
2024-06-10 18:22:16,992 DEBUG   SenderThread:43456 [sender.py:send():382] send: header
2024-06-10 18:22:16,993 DEBUG   SenderThread:43456 [sender.py:send():382] send: run
2024-06-10 18:22:17,266 INFO    SenderThread:43456 [dir_watcher.py:__init__():211] watching files in: /data/khullar/Desktop/s4/s4/wandb/run-20240610_182216-vxnmsc08/files
2024-06-10 18:22:17,266 INFO    SenderThread:43456 [sender.py:_start_run_threads():1136] run started: vxnmsc08 with start time 1718058136.989449
2024-06-10 18:22:17,270 DEBUG   HandlerThread:43456 [handler.py:handle_request():146] handle_request: check_version
2024-06-10 18:22:17,270 DEBUG   SenderThread:43456 [sender.py:send_request():409] send_request: check_version
2024-06-10 18:22:17,386 DEBUG   HandlerThread:43456 [handler.py:handle_request():146] handle_request: run_start
2024-06-10 18:22:17,408 DEBUG   HandlerThread:43456 [system_info.py:__init__():27] System info init
2024-06-10 18:22:17,408 DEBUG   HandlerThread:43456 [system_info.py:__init__():42] System info init done
2024-06-10 18:22:17,408 INFO    HandlerThread:43456 [system_monitor.py:start():194] Starting system monitor
2024-06-10 18:22:17,408 INFO    SystemMonitor:43456 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-10 18:22:17,409 INFO    HandlerThread:43456 [system_monitor.py:probe():214] Collecting system info
2024-06-10 18:22:17,409 INFO    SystemMonitor:43456 [interfaces.py:start():190] Started cpu monitoring
2024-06-10 18:22:17,410 INFO    SystemMonitor:43456 [interfaces.py:start():190] Started disk monitoring
2024-06-10 18:22:17,411 INFO    SystemMonitor:43456 [interfaces.py:start():190] Started gpu monitoring
2024-06-10 18:22:17,411 INFO    SystemMonitor:43456 [interfaces.py:start():190] Started memory monitoring
2024-06-10 18:22:17,411 INFO    SystemMonitor:43456 [interfaces.py:start():190] Started network monitoring
2024-06-10 18:22:17,434 DEBUG   HandlerThread:43456 [system_info.py:probe():151] Probing system
2024-06-10 18:22:17,435 DEBUG   HandlerThread:43456 [system_info.py:_probe_git():136] Probing git
2024-06-10 18:22:17,438 DEBUG   HandlerThread:43456 [system_info.py:_probe_git():144] Probing git done
2024-06-10 18:22:17,438 DEBUG   HandlerThread:43456 [system_info.py:probe():199] Probing system done
2024-06-10 18:22:17,438 DEBUG   HandlerThread:43456 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-107-generic-x86_64-with-glibc2.35', 'python': '3.11.5', 'heartbeatAt': '2024-06-10T22:22:17.434147', 'startedAt': '2024-06-10T22:22:16.978981', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/data/khullar/Desktop/s4/s4/lstm_example.py', 'codePathLocal': 'lstm_example.py', 'codePath': 'lstm_example.py', 'git': {'remote': 'https://github.com/jayesh365/research.git', 'commit': 'e757cef57d89e448c413de7325ed5601aceaac13'}, 'email': 'jayeshkhullar@gmail.com', 'root': '/data/khullar/Desktop/s4/s4', 'host': 'tensorbook-a3', 'username': 'khullar', 'executable': '/usr/local/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2.4089375, 'min': 800.0, 'max': 4600.0}, 'cpu_freq_per_core': [{'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 4.043, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}], 'disk': {'/': {'total': 0.015625, 'used': 1.1444091796875e-05}}, 'gpu': 'NVIDIA GeForce RTX 3080 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080 Laptop GPU', 'memory_total': 17179869184}], 'memory': {'total': 62.575599670410156}}
2024-06-10 18:22:17,438 INFO    HandlerThread:43456 [system_monitor.py:probe():224] Finished collecting system info
2024-06-10 18:22:17,438 INFO    HandlerThread:43456 [system_monitor.py:probe():227] Publishing system info
2024-06-10 18:22:17,438 DEBUG   HandlerThread:43456 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-06-10 18:22:18,267 INFO    Thread-12 :43456 [dir_watcher.py:_on_file_created():271] file/dir created: /data/khullar/Desktop/s4/s4/wandb/run-20240610_182216-vxnmsc08/files/conda-environment.yaml
2024-06-10 18:22:21,267 INFO    Thread-12 :43456 [dir_watcher.py:_on_file_modified():288] file/dir modified: /data/khullar/Desktop/s4/s4/wandb/run-20240610_182216-vxnmsc08/files/conda-environment.yaml
2024-06-10 18:22:21,344 DEBUG   HandlerThread:43456 [system_info.py:_save_conda():220] Saving conda packages done
2024-06-10 18:22:21,344 INFO    HandlerThread:43456 [system_monitor.py:probe():229] Finished publishing system info
2024-06-10 18:22:21,345 DEBUG   SenderThread:43456 [sender.py:send():382] send: files
2024-06-10 18:22:21,345 INFO    SenderThread:43456 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-06-10 18:22:21,348 DEBUG   HandlerThread:43456 [handler.py:handle_request():146] handle_request: python_packages
2024-06-10 18:22:21,348 DEBUG   SenderThread:43456 [sender.py:send_request():409] send_request: python_packages
2024-06-10 18:22:21,349 DEBUG   HandlerThread:43456 [handler.py:handle_request():146] handle_request: stop_status
2024-06-10 18:22:21,349 DEBUG   SenderThread:43456 [sender.py:send_request():409] send_request: stop_status
2024-06-10 18:22:21,350 DEBUG   HandlerThread:43456 [handler.py:handle_request():146] handle_request: internal_messages
2024-06-10 18:22:21,573 DEBUG   SenderThread:43456 [sender.py:send():382] send: telemetry
2024-06-10 18:22:21,573 DEBUG   SenderThread:43456 [sender.py:send():382] send: telemetry
2024-06-10 18:22:21,573 DEBUG   SenderThread:43456 [sender.py:send():382] send: exit
