2024-06-10 15:53:38,997 INFO    StreamThr :707 [internal.py:wandb_internal():86] W&B internal server running at pid: 707, started at: 2024-06-10 15:53:38.997488
2024-06-10 15:53:38,999 DEBUG   HandlerThread:707 [handler.py:handle_request():146] handle_request: status
2024-06-10 15:53:39,000 INFO    WriterThread:707 [datastore.py:open_for_write():87] open: /data/khullar/Desktop/s4/s4/wandb/run-20240610_155338-ic73g9fi/run-ic73g9fi.wandb
2024-06-10 15:53:39,000 DEBUG   SenderThread:707 [sender.py:send():382] send: header
2024-06-10 15:53:39,001 DEBUG   SenderThread:707 [sender.py:send():382] send: run
2024-06-10 15:53:39,342 INFO    SenderThread:707 [dir_watcher.py:__init__():211] watching files in: /data/khullar/Desktop/s4/s4/wandb/run-20240610_155338-ic73g9fi/files
2024-06-10 15:53:39,342 INFO    SenderThread:707 [sender.py:_start_run_threads():1136] run started: ic73g9fi with start time 1718049218.997864
2024-06-10 15:53:39,346 DEBUG   HandlerThread:707 [handler.py:handle_request():146] handle_request: check_version
2024-06-10 15:53:39,346 DEBUG   SenderThread:707 [sender.py:send_request():409] send_request: check_version
2024-06-10 15:53:39,472 DEBUG   HandlerThread:707 [handler.py:handle_request():146] handle_request: run_start
2024-06-10 15:53:39,496 DEBUG   HandlerThread:707 [system_info.py:__init__():27] System info init
2024-06-10 15:53:39,496 DEBUG   HandlerThread:707 [system_info.py:__init__():42] System info init done
2024-06-10 15:53:39,496 INFO    HandlerThread:707 [system_monitor.py:start():194] Starting system monitor
2024-06-10 15:53:39,497 INFO    SystemMonitor:707 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-10 15:53:39,497 INFO    HandlerThread:707 [system_monitor.py:probe():214] Collecting system info
2024-06-10 15:53:39,498 INFO    SystemMonitor:707 [interfaces.py:start():190] Started cpu monitoring
2024-06-10 15:53:39,498 INFO    SystemMonitor:707 [interfaces.py:start():190] Started disk monitoring
2024-06-10 15:53:39,498 INFO    SystemMonitor:707 [interfaces.py:start():190] Started gpu monitoring
2024-06-10 15:53:39,499 INFO    SystemMonitor:707 [interfaces.py:start():190] Started memory monitoring
2024-06-10 15:53:39,499 INFO    SystemMonitor:707 [interfaces.py:start():190] Started network monitoring
2024-06-10 15:53:39,521 DEBUG   HandlerThread:707 [system_info.py:probe():151] Probing system
2024-06-10 15:53:39,522 DEBUG   HandlerThread:707 [system_info.py:_probe_git():136] Probing git
2024-06-10 15:53:39,526 DEBUG   HandlerThread:707 [system_info.py:_probe_git():144] Probing git done
2024-06-10 15:53:39,526 DEBUG   HandlerThread:707 [system_info.py:probe():199] Probing system done
2024-06-10 15:53:39,526 DEBUG   HandlerThread:707 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-107-generic-x86_64-with-glibc2.35', 'python': '3.11.5', 'heartbeatAt': '2024-06-10T19:53:39.521749', 'startedAt': '2024-06-10T19:53:38.994798', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/data/khullar/Desktop/s4/s4/lstm_example.py', 'codePathLocal': 'lstm_example.py', 'codePath': 'lstm_example.py', 'git': {'remote': 'https://github.com/jayesh365/research.git', 'commit': 'e757cef57d89e448c413de7325ed5601aceaac13'}, 'email': 'jayeshkhullar@gmail.com', 'root': '/data/khullar/Desktop/s4/s4', 'host': 'tensorbook-a3', 'username': 'khullar', 'executable': '/usr/local/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2.4096875, 'min': 800.0, 'max': 4600.0}, 'cpu_freq_per_core': [{'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.878, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}], 'disk': {'/': {'total': 0.015625, 'used': 1.1444091796875e-05}}, 'gpu': 'NVIDIA GeForce RTX 3080 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080 Laptop GPU', 'memory_total': 17179869184}], 'memory': {'total': 62.575599670410156}}
2024-06-10 15:53:39,526 INFO    HandlerThread:707 [system_monitor.py:probe():224] Finished collecting system info
2024-06-10 15:53:39,526 INFO    HandlerThread:707 [system_monitor.py:probe():227] Publishing system info
2024-06-10 15:53:39,526 DEBUG   HandlerThread:707 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
