2024-06-09 17:16:48,580 INFO    StreamThr :89029 [internal.py:wandb_internal():86] W&B internal server running at pid: 89029, started at: 2024-06-09 17:16:48.580086
2024-06-09 17:16:48,582 DEBUG   HandlerThread:89029 [handler.py:handle_request():146] handle_request: status
2024-06-09 17:16:48,582 INFO    WriterThread:89029 [datastore.py:open_for_write():87] open: /data/khullar/Desktop/s4/s4/wandb/run-20240609_171648-vule1yjz/run-vule1yjz.wandb
2024-06-09 17:16:48,583 DEBUG   SenderThread:89029 [sender.py:send():382] send: header
2024-06-09 17:16:48,584 DEBUG   SenderThread:89029 [sender.py:send():382] send: run
2024-06-09 17:16:48,821 INFO    SenderThread:89029 [dir_watcher.py:__init__():211] watching files in: /data/khullar/Desktop/s4/s4/wandb/run-20240609_171648-vule1yjz/files
2024-06-09 17:16:48,821 INFO    SenderThread:89029 [sender.py:_start_run_threads():1136] run started: vule1yjz with start time 1717967808.579928
2024-06-09 17:16:48,825 DEBUG   HandlerThread:89029 [handler.py:handle_request():146] handle_request: check_version
2024-06-09 17:16:48,825 DEBUG   SenderThread:89029 [sender.py:send_request():409] send_request: check_version
2024-06-09 17:16:48,931 DEBUG   HandlerThread:89029 [handler.py:handle_request():146] handle_request: run_start
2024-06-09 17:16:48,956 DEBUG   HandlerThread:89029 [system_info.py:__init__():27] System info init
2024-06-09 17:16:48,956 DEBUG   HandlerThread:89029 [system_info.py:__init__():42] System info init done
2024-06-09 17:16:48,956 INFO    HandlerThread:89029 [system_monitor.py:start():194] Starting system monitor
2024-06-09 17:16:48,956 INFO    SystemMonitor:89029 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-09 17:16:48,957 INFO    HandlerThread:89029 [system_monitor.py:probe():214] Collecting system info
2024-06-09 17:16:48,957 INFO    SystemMonitor:89029 [interfaces.py:start():190] Started cpu monitoring
2024-06-09 17:16:48,958 INFO    SystemMonitor:89029 [interfaces.py:start():190] Started disk monitoring
2024-06-09 17:16:48,958 INFO    SystemMonitor:89029 [interfaces.py:start():190] Started gpu monitoring
2024-06-09 17:16:48,959 INFO    SystemMonitor:89029 [interfaces.py:start():190] Started memory monitoring
2024-06-09 17:16:48,959 INFO    SystemMonitor:89029 [interfaces.py:start():190] Started network monitoring
2024-06-09 17:16:48,985 DEBUG   HandlerThread:89029 [system_info.py:probe():151] Probing system
2024-06-09 17:16:48,986 DEBUG   HandlerThread:89029 [system_info.py:_probe_git():136] Probing git
2024-06-09 17:16:48,990 DEBUG   HandlerThread:89029 [system_info.py:_probe_git():144] Probing git done
2024-06-09 17:16:48,990 DEBUG   HandlerThread:89029 [system_info.py:probe():199] Probing system done
