2024-06-05 16:09:59,781 INFO    StreamThr :35385 [internal.py:wandb_internal():86] W&B internal server running at pid: 35385, started at: 2024-06-05 16:09:59.780908
2024-06-05 16:09:59,782 DEBUG   HandlerThread:35385 [handler.py:handle_request():146] handle_request: status
2024-06-05 16:09:59,783 INFO    WriterThread:35385 [datastore.py:open_for_write():87] open: /data/khullar/Desktop/s4/s4/wandb/run-20240605_160959-wtmpiaql/run-wtmpiaql.wandb
2024-06-05 16:09:59,783 DEBUG   SenderThread:35385 [sender.py:send():382] send: header
2024-06-05 16:09:59,784 DEBUG   SenderThread:35385 [sender.py:send():382] send: run
2024-06-05 16:10:00,063 INFO    SenderThread:35385 [dir_watcher.py:__init__():211] watching files in: /data/khullar/Desktop/s4/s4/wandb/run-20240605_160959-wtmpiaql/files
2024-06-05 16:10:00,063 INFO    SenderThread:35385 [sender.py:_start_run_threads():1136] run started: wtmpiaql with start time 1717618199.780942
2024-06-05 16:10:00,068 DEBUG   HandlerThread:35385 [handler.py:handle_request():146] handle_request: check_version
2024-06-05 16:10:00,069 DEBUG   SenderThread:35385 [sender.py:send_request():409] send_request: check_version
2024-06-05 16:10:00,211 DEBUG   HandlerThread:35385 [handler.py:handle_request():146] handle_request: run_start
2024-06-05 16:10:00,236 DEBUG   HandlerThread:35385 [system_info.py:__init__():27] System info init
2024-06-05 16:10:00,236 DEBUG   HandlerThread:35385 [system_info.py:__init__():42] System info init done
2024-06-05 16:10:00,236 INFO    HandlerThread:35385 [system_monitor.py:start():194] Starting system monitor
2024-06-05 16:10:00,236 INFO    SystemMonitor:35385 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-05 16:10:00,237 INFO    HandlerThread:35385 [system_monitor.py:probe():214] Collecting system info
2024-06-05 16:10:00,237 INFO    SystemMonitor:35385 [interfaces.py:start():190] Started cpu monitoring
2024-06-05 16:10:00,237 INFO    SystemMonitor:35385 [interfaces.py:start():190] Started disk monitoring
2024-06-05 16:10:00,238 INFO    SystemMonitor:35385 [interfaces.py:start():190] Started gpu monitoring
2024-06-05 16:10:00,239 INFO    SystemMonitor:35385 [interfaces.py:start():190] Started memory monitoring
2024-06-05 16:10:00,239 INFO    SystemMonitor:35385 [interfaces.py:start():190] Started network monitoring
2024-06-05 16:10:00,280 DEBUG   HandlerThread:35385 [system_info.py:probe():151] Probing system
2024-06-05 16:10:00,281 DEBUG   HandlerThread:35385 [system_info.py:_probe_git():136] Probing git
2024-06-05 16:10:00,285 DEBUG   HandlerThread:35385 [system_info.py:_probe_git():144] Probing git done
2024-06-05 16:10:00,285 DEBUG   HandlerThread:35385 [system_info.py:probe():199] Probing system done
2024-06-05 16:10:00,285 DEBUG   HandlerThread:35385 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-107-generic-x86_64-with-glibc2.35', 'python': '3.11.5', 'heartbeatAt': '2024-06-05T20:10:00.280809', 'startedAt': '2024-06-05T20:09:59.778236', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/data/khullar/Desktop/s4/s4/custom_example.py', 'codePathLocal': 'custom_example.py', 'codePath': 'custom_example.py', 'git': {'remote': 'https://github.com/state-spaces/s4', 'commit': 'e757cef57d89e448c413de7325ed5601aceaac13'}, 'email': 'jayeshkhullar@gmail.com', 'root': '/data/khullar/Desktop/s4/s4', 'host': 'tensorbook-a3', 'username': 'khullar', 'executable': '/usr/local/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2.4888125, 'min': 800.0, 'max': 4600.0}, 'cpu_freq_per_core': [{'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 4.061, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}, {'current': 2.3, 'min': 800.0, 'max': 4600.0}], 'disk': {'/': {'total': 0.015625, 'used': 1.1444091796875e-05}}, 'gpu': 'NVIDIA GeForce RTX 3080 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080 Laptop GPU', 'memory_total': 17179869184}], 'memory': {'total': 62.57559585571289}}
2024-06-05 16:10:00,285 INFO    HandlerThread:35385 [system_monitor.py:probe():224] Finished collecting system info
2024-06-05 16:10:00,285 INFO    HandlerThread:35385 [system_monitor.py:probe():227] Publishing system info
2024-06-05 16:10:00,285 DEBUG   HandlerThread:35385 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-06-05 16:10:01,064 INFO    Thread-12 :35385 [dir_watcher.py:_on_file_created():271] file/dir created: /data/khullar/Desktop/s4/s4/wandb/run-20240605_160959-wtmpiaql/files/conda-environment.yaml
2024-06-05 16:10:04,455 DEBUG   HandlerThread:35385 [system_info.py:_save_conda():220] Saving conda packages done
2024-06-05 16:10:04,455 INFO    HandlerThread:35385 [system_monitor.py:probe():229] Finished publishing system info
2024-06-05 16:10:04,457 DEBUG   SenderThread:35385 [sender.py:send():382] send: files
2024-06-05 16:10:04,457 INFO    SenderThread:35385 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-06-05 16:10:04,460 DEBUG   HandlerThread:35385 [handler.py:handle_request():146] handle_request: python_packages
2024-06-05 16:10:04,460 DEBUG   HandlerThread:35385 [handler.py:handle_request():146] handle_request: stop_status
2024-06-05 16:10:04,460 DEBUG   SenderThread:35385 [sender.py:send_request():409] send_request: python_packages
2024-06-05 16:10:04,461 DEBUG   SenderThread:35385 [sender.py:send_request():409] send_request: stop_status
2024-06-05 16:10:04,462 DEBUG   HandlerThread:35385 [handler.py:handle_request():146] handle_request: internal_messages
2024-06-05 16:10:04,728 DEBUG   SenderThread:35385 [sender.py:send():382] send: telemetry
2024-06-05 16:10:04,761 DEBUG   SenderThread:35385 [sender.py:send():382] send: telemetry
2024-06-05 16:10:04,804 DEBUG   SenderThread:35385 [sender.py:send():382] send: telemetry
